category,group,sort_order,title,body,image_url,link,shape_key,published
Wiki,Japanese Knife Terminology — Finishes,441,Hon-Kasumi,The highest grade of Kasumi finish. Found on premium single-bevel knives where the flatness and contrast of the Kasumi surface are refined to a higher standard. See also Aritsugu Hon-Kasumi Yanagi as a reference example.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,442,Kuro-Uchi,"A rustic as-forged finish — the blade is left with its blackish oxide scale intact except at the cutting edge. Common on working-class Japanese knives by makers like Watanabe and Takeda. Durable, visually striking, and functional: the rough surface reduces sticking.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,443,Ishime,Roughly translates as 'rock surface.' Similar to Kuro-Uchi but rougher and with more texture — almost like hammered or pebbled stone. Very rare on kitchen knives. Associated with Moritaka.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,444,Suminagashi,"Japanese term for the flowing Damascus pattern on laminated blades. The word itself refers to traditional Japanese ink-marbling art. In knives, the swirling pattern is created by folding and forging the Jigane (cladding) layers.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,445,Mokume,"Japanese term for a wood-grain pattern in steel — can appear in the Jigane (blade cladding), bolster, butt cap, or other fittings. Achieved through special forging techniques that produce a flowing, organic grain pattern resembling wood.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Finishes,446,Hamon,The visible wavy or irregular line on Mizu-Honyaki knives that marks the boundary between the hard edge steel and the softer spine steel. Formed by differential hardening (clay-coating the spine before quenching). A sign of the most demanding traditional forging technique.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,460,Ba / Ha,Japanese term for knife blade. 'Ba' or 'Ha' is the blade element in compound words like Yanagiba (willow-leaf blade) or Kiriba (blade path). The same character appears in many knife-related compound words.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,461,Bocho / Hocho,"Both Bocho and Hocho mean 'kitchen knife' in Japanese. Neither is used alone — they are always preceded by the knife type (e.g., Nakiri-Bocho, Usuba-Hocho). The pronunciation shifts depending on the compound word.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,462,Kiri,"'Cutter' in Japanese, derived from the verb 'to cut.' Appears as a suffix in many knife names: Nakiri (cutting greens), Udonkiri (udon cutter), Magurokiri (tuna cutter). One of the most common building blocks in Japanese knife nomenclature.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,463,Kirenaga,"Japanese term for edge retention — how long a knife stays sharp under normal use. A knife with high Kirenaga holds its edge for longer between sharpenings. It is affected by steel hardness, edge geometry, and heat treatment quality.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,464,Kaeri,Japanese term for the burr — the thin metal wire or fold that forms on the opposite side of the blade during sharpening. Feeling for and properly removing the Kaeri is central to Japanese sharpening technique.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,465,Saya,A wooden sheath or scabbard for a knife. Traditional Japanese kitchen knives often come with a Saya for storage and travel. The Saya and handle are typically made from the same wood for a matched set.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — General,466,E,The Japanese term for the knife handle. Used as the suffix in terms like Wa-E (Japanese handle) or Yo-E (western handle). A fundamental part of the knife's balance and ergonomics.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,480,Hirazukuri,"Sashimi slicing technique where the knife is held perpendicular to the fish and pulled straight back at approximately 45 degrees. Produces clean, flat slices. One of the standard cuts for sashimi preparation.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,481,Sogizukuri,"Sashimi slicing technique where the knife is held at around 40 degrees from the fish surface and pulled back in a slicing motion. Produces wider, thinner slices than Hirazukuri. Good for fish with delicate texture.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,482,Usuizukuri,"Sashimi slicing technique identical to Sogizukuri but producing extremely thin, almost translucent slices of approximately 1mm. Used for very firm fish like flounder. Requires a long, thin knife like a Yanagiba and considerable skill.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,483,Yaeizukuri,"Sashimi slicing technique similar to Hirazukuri, used on tougher-skinned or textured fish. 'Yae' refers to something multilayered. The slices are narrower than standard Hirazukuri cuts.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,484,Naruto-giri,"Literally 'Spiral Tide Cut.' Usually done with a Yanagiba. The knife is held perpendicular to the board. Primarily used for squid: parallel cuts are made on a square piece, which is then turned 90 degrees and rolled. Shiso leaves can be inserted in the spiral.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,485,Matsukasa-giri,Literally 'Pine Cone Cut.' Usually done with a Yanagiba. The fish slice is cut at an angle to create a lattice or crosshatch pattern. Primarily decorative and used in traditional Japanese cuisine presentation.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,486,Kanoko-giri,Similar to Matsukasa-giri. Usually done with a Yanagiba with cuts made perpendicular to the board. Used for decorative scoring of fish or other proteins.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,487,Utsu,"The primary cutting technique used with Usuba and Nakiri knives. A combination of push-cutting, vertically downward motion with a slight forward stroke. Different from the rocking-chop technique used with western chef's knives — the flat-bottomed Japanese blade is designed for this straight, vertical-to-forward cut.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,488,Honba-Tsuke,"The process of grinding the real edge onto a knife that was shipped from the manufacturer without one. Some high-end makers (e.g., Aritsugu) ship knives unsharpened and expect the buyer to have this done by a professional sharpener. See also Ura-Oshi.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,489,Ura-Oshi,Japanese term for flattening the back (Ura) of a single-bevel knife — specifically the concave Urasuki surface. Necessary when the Urasuki has been reduced over many sharpenings. Typically done on a very flat stone before edge sharpening.,,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,490,Omote / Ura,"The two sides of a single-bevel Japanese knife. Omote is the face side (the bevel side, where the edge is ground). Ura is the back side, which is typically concave (the Urasuki). Understanding which side is which is essential for correct sharpening technique.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,491,Urasuki,"The concave hollow ground on the back (Ura) side of single-bevel Japanese knives. Serves two purposes: reduces drag while cutting (less surface contact), and makes sharpening the flat back easier since only the outer rim needs to contact the stone. Over time, repeated sharpening reduces the Urasuki — requiring Ura-Oshi (re-flattening) to restore it.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,492,Hamo No Honekiri,"The specialized slicing technique used to prepare Hamo (pike conger), a fish with many small, fine bones that cannot be removed. Incisions are made every 1.25mm or less across the fillet to cut the bones into tiny pieces that soften in cooking. Performed with a dedicated Hamokiri knife. Considered one of the most demanding knife skills in Japanese cuisine.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,493,Katsuramuki,"The rotary peeling technique used with a single-bevel Usuba knife to produce a continuous, paper-thin sheet of vegetable (usually daikon or cucumber). Considered the definitive test of Usuba knife skill. Requires extreme precision and can only be done properly with a single-bevel knife.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Japanese Knife Terminology — Techniques,494,Shiki-Bocho,"An imperial court or Shinto shrine ceremony in which fish is filleted without the chef ever touching it with their hands, using only a special Gishiki-Bocho knife and silver chopsticks. A tradition practiced in Japan for between 600 and 1000 years, dating at minimum to the early Muromachi period.",,https://www.zknives.com/knives/kitchen/misc/jpnktknvterms.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,500,CPM — Crucible Particle Metallurgy,"Crucible's proprietary powder metallurgy process, invented circa 1970. Molten metal is poured through a small nozzle with high-pressure inert gas, atomizing the liquid stream into a spray of small, spherical droplets. These fall through a cooling tower, solidify, are screened, collected into sealed containers, and then consolidated using Hot Isostatic Pressing (HIP) at near-forging temperatures. Benefits over conventional ingot steel include refined grain size, improved toughness, better wear resistance, easier grinding, and more consistent heat treatment response. CPM is one of the most widely used powder metallurgy processes in premium knife steels.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,501,ESR — Electroslag Remelting,"Secondary steel refining process invented circa 1930, widely adopted about 30 years later. A consumable electrode is dipped into a pool of molten slag inside a water-cooled mold. Electric current (typically AC) superheats the slag, causing drops of metal to melt from the electrode, travel through the slag, and solidify at the bottom of the mold. The refined ingot builds up slowly from the bottom. The slag pool acts as a filter, removing impurities and inclusions. ESR produces high-quality, consistent steel with a clean, homogeneous microstructure. Widely used as a refining step before or after other processes.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,502,MM — Micro-Melt (Carpenter Technology),"Carpenter Technology's proprietary powder metallurgy process. Metal is first melted using air induction, then poured into an Electroslag Heated (ESH) tundish where it is further purified using a plasma torch to reduce inclusions. The purified molten metal is then atomized with high-pressure inert gas into spherical droplets, collected under a gas shield, and consolidated via Hot Isostatic Pressing (HIP). Carpenter's 2nd-generation MM process produces powder particles of 150µm diameter — smaller than Bohler-Uddeholm's 3rd-generation PM powder (250µm) — which is expected to yield similarly fine or finer carbide sizes (2–4µm or smaller). Advantages include refined grain size, improved toughness, wear resistance, and consistent heat treatment response.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,503,PM — Powder Metallurgy,"Broad manufacturing process used for high-performance tool steels since the 1970s. Metal is melted via air induction, purified in an Electroslag Heated (ESH) tundish using graphite electrodes, then atomized with high-pressure inert gas into spherical powder droplets. Droplets are collected and consolidated using Hot Isostatic Pressing (HIP). Bohler-Uddeholm's 3rd-generation PM process produces powder of 250µm with carbide sizes of 2–4µm. PM steels offer refined grain size, improved toughness and wear resistance, better grindability, and more predictable heat treatment vs. conventional ingot steels. The process is continuously evolving — manufacturers compete on powder and grain size reduction.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,504,MC — Micro Carbide,"Term used by Henckels (J.A. Henckels) to describe the steel in some of their high-end knives. Functionally equivalent to PM (Powder Metallurgy) steel — the name refers to the fine, uniformly distributed carbides that result from the powder metallurgy process.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,505,SF — Spray Form (Osprey Process),"Manufacturing technique developed circa 1970. Similar to PM: molten metal is injected into an atomizing tower with high-pressure gas. However, instead of collecting solidified powder, two oscillating nozzles spray semi-solid droplets onto a rotating metal disc (preform) moving upward inside the tower, building up the steel directly. SF has fewer processing steps than PM and produces better properties than conventional ingot steel, making it a more cost-effective middle ground. Carbide size is approximately 10µm — larger than modern PM steels but smaller than typical ingot steels. Good uniformity of carbide distribution throughout the material.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,506,VAR — Vacuum Arc Remelting,"Secondary melting process used to improve alloy quality through microstructural refinement and further purification. The steel is remelted in a vacuum-controlled environment, allowing precise control over solidification. Produces a cleaner, more uniform ingot with fewer inclusions and a refined grain structure. Due to high cost, VAR is not used for most commercially available alloys — reserved for premium or specialty applications where consistency and purity are critical.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
Wiki,Steel Manufacturing Technologies,507,VIM — Vacuum Induction Melting,"Process of melting metal under vacuum using electromagnetic induction. Originally developed for exotic metals and alloys, now increasingly used for high-performance alloys across multiple industries. Metal is melted in a vacuum or inert gas environment to prevent oxidation. Chemical reactions, dissociation, and flotation remove dissolved and chemically bonded impurities. The result is an exceptionally clean, homogeneous alloy. Often used as the first step before ESR or VAR in multi-stage refining of premium knife steels.",,https://zknives.com/knives/steels/steeltec.shtml,,TRUE
