category,group,sort_order,title,body,image_url,link,shape_key,published
Wiki,Steels — Japanese Carbon,91,Shirogami #1 / White Steel #1,"Shirogami #1 has higher carbon content than Shirogami #2. The higher the carbon content, the better a knife holds an edge — however, it also becomes more brittle. This is a rigid material containing pure fine-grained carbon with very few contaminates within the iron. Used in the manufacture of the Honyaki knife via the traditional smithing process. There are only a few knife craftsmen who can bring out the real value of this material, even in Sakai. These knives can be sharpened to a razor's edge. Composition: approximately 1.2-1.4% carbon, 0.25% manganese. Hardness: 61-64 HRC.",,,,TRUE
Wiki,Steels — Japanese Carbon,92,Shirogami #2 / White Steel #2,"Shirogami #2 is one of the most common types of high-carbon knife steels for handcrafted traditional Japanese kitchen knives. The composition is virtually the same as Shirogami #1 but with slightly lower carbon content (1.0-1.2% carbon). This allows the knife to be less prone to chipping and is generally preferred by most chefs. It is also easier to sharpen than Shirogami #1. Many sushi chefs will choose Shirogami #2 as it is less brittle and less likely to chip. Composition: 1.0-1.2% carbon, 0.25% manganese. Hardness: 60-63 HRC.",,,,TRUE
Wiki,Steels — Japanese Carbon,93,Aogami #1 / Blue Steel #1,"Aogami #1 has the same carbon content as White Steel #1 — the difference is the addition of tungsten and chromium. These additions add specific qualities to already high-quality steel. Composition: about 1.3% carbon and 0.4% chromium added to the basic white steel, plus tungsten. Hardness: 61-64 HRC. High-grade Japanese steel that strengthens heat treatment characteristics and wear resistance. The sharpness lasts longer and cuts smoothly, so the cut is finished clean.",,,,TRUE
Wiki,Steels — Japanese Carbon,94,Aogami #2 / Blue Steel #2,"Aogami #2 is one of the most common high-carbon steels found in Western-style, double-bevel Japanese kitchen knives. Similar to Shirogami #2 with 1.0-1.2% carbon, but tungsten and chromium are added to increase durability and abrasion resistance. Generally speaking, the differences between Aogami (Blue Steel) and Shirogami (White Steel) are that it is harder to break and the sharpness lasts longer. Shirogami is easier to sharpen than Aogami due to the addition of tungsten.",,,,TRUE
Wiki,Steels — Japanese Carbon,95,Aogami Super / Blue Super Steel,"Aogami Super is composed of all the chemical components of Blue Steel #1, but with the addition of molybdenum and vanadium. These help increase corrosion resistance and strength respectively. Hardness: 61-65 HRC. Considered the best Yasugi steel, with excellent hardness and abrasion resistance. Note that Aogami Super is also harder to sharpen due to the addition of tungsten and vanadium. It is a favourite among blacksmiths and knife enthusiasts for its exceptional performance.",,,,TRUE
Wiki,Steels — Japanese Carbon,96,SK4 Carbon Steel,"SK4 is a Japanese carbon steel used in some kitchen knives. Composition: Carbon 0.9-1.0%, Chromium 0.3%, Manganese 0.1-0.5%, Nickel 0.25%, Silicon 0.1-0.35%, Copper 0.25%.",,,,TRUE
Wiki,Steels — Japanese Carbon,97,Takefu V1 & V2,"V-Toku2 is an excellent alloy steel within the Takefu 'V-Steel' range. Advantages: Low impurity, Easy Heat Treatment, Strong Temper, Good Processing (Hot Forging). The elements Chromium, Tungsten, and Vanadium form hard and compact carbide in the steel which improves durability. High hardness and high strength are achieved by the addition of Tungsten, which combined with Chromium enhances the steel properties, producing a well-balanced steel that makes annealing easier and improves hardenability.",,,,TRUE
Wiki,Steels — Western Stainless,100,AEB-L,"AEB-L is a very common steel from Europe originally developed by Bohler-Uddeholm as a razor blade steel — it takes a very keen edge. The steel is chemically similar to the Sandvik series of steels (12C27 and 14C28N) and is almost identical to Sandvik's 13C27 with only minor differences in chemical composition. AEB-L enjoys a very good reputation among makers as a very consistent steel. It has a very basic heat treat, similar to 440C. It can be worked with relative ease on a grinder and can easily take a full mirror polish.",,,,TRUE
Wiki,Steels — Western Stainless,101,CPM MagnaCut,"MagnaCut was introduced in 2021 and is the brainchild of knife steel guru Larrin Thomas, who designed the steel specifically for knives. Produced by Crucible, it's a powder metallurgy steel that exhibits very interesting and fairly unique properties. It provides an excellent mix of toughness and wear resistance while also maintaining high levels of corrosion resistance. The key is eliminating chromium carbides and maximizing free chromium through an optimal chromium-carbon balance. MagnaCut puts it in the same league as CPM-CruWear and CPM-4V for toughness and edge retention while eclipsing CPM-S45VN and CPM-S110V in corrosion resistance. A very interesting steel that will probably only get more popular. (Reference: knifesteelnerds.com)",,,,TRUE
Wiki,Steels — Western Stainless,102,Apex Ultra,"ApexUltra is a steel specially developed for handmade knives. With its high purity and well-balanced alloy composition, it has the highest toughness of all knife steels tested so far in the 66+ HRC range, along with excellent edge retention. With its combination of high hardness and toughness, ApexUltra works very well with thin and sharp edges — kitchen knives, razors, and carving knives are examples of good applications. The forging and welding behaviour is described as similar to 52100. Most steels contain inclusions that do not benefit the steel and represent small defects. ApexUltra is designed with high purity and homogeneity, so the overall blade is durable throughout with no soft or brittle spots.",,,,TRUE
Wiki,Steels — Western Stainless,103,X50CrMoV15,"X50CrMoV15 is the most used type of stainless steel for kitchen knives by German manufacturers and is a good type of steel for a very large audience. The corrosion resistance is very good and the cutting qualities are great. Great for family use and professional use where not everyone handles the knives with the same care. FYI: X stands for stainless, 50 for 0.50% carbon, and 15 for 15% chromium. The steel also contains small amounts of Molybdenum and Vanadium to improve the grain structure and wear resistance.",,,,TRUE
Wiki,Steels — Western Stainless,104,Cromova 18,"Cromova is the name Global uses for the stainless steel they use. The steel is comprised of 0.8% carbon and the addition of chromium, molybdenum, and vanadium. Cromova steel has a fine grain structure and can be sharpened razor-sharp. It combines good cutting qualities with corrosion resistance.",,,,TRUE
Wiki,Steels — Western Stainless,105,Friodur,"Friodur steel is a stainless type of steel mostly used by J.A. Henckels / Zwilling kitchen knives. The remarkable aspect is the heat treatment: first the steel is heated up, then the whole is cooled down to -70 degrees Celsius. This makes the knife even harder and more corrosion resistant.",,,,TRUE
Wiki,Steels — Western Stainless,106,440A and 440C,"440 steel is a stainless type of steel that retains its sharpness well and is also corrosion resistant. For 440A steel the emphasis is placed on corrosion resistance. While 440C focuses on hardness — with the right heat treatment it can become the hardest and most wear-resistant type of steel ever produced. The key difference is carbon percentage. 440A: 0.60-0.75% carbon. 440C: 0.95-1.2% carbon (higher carbon = better edge retention, slightly less corrosion resistance).",,,,TRUE
Wiki,Steels — Western Stainless,107,Sandvik 12C27 and 14C28N,"Sandvik is a producer of different stainless types of steel. The most famous type is 12C27, used for popular Morakniv knives as well as Opinel and Laguiole. This type of steel is easy to modify, retains its sharpness well, and is easy to sharpen. Sandvik 14C28N steel can be compared to 12C27 but contains additional nitrogen and slightly more carbon — making the knife a little more tough and wear resistant. Both are excellent value-for-money steels.",,,,TRUE
Wiki,Steels — Western Stainless,108,N680,"N680 steel contains about 0.20% nitrogen and over 17% chromium, making it extremely corrosion resistant. If your blade will be in frequent contact with salt water, this is the steel for you. It is also a fine-grained steel that can take a very fine edge. Edge Retention: 5/10. Corrosion Resistance: 8/10. Ease of Sharpening: 6/10. Consider it a cheaper alternative to H1 steel with decent edge retention, though it won't hold an edge as long as 154CM.",,,,TRUE
Wiki,Steels — Western Stainless,109,154CM,"154CM is a relatively hard steel considered an upgraded version of 440C through the addition of Molybdenum. This achieves superior edge holding compared to 440C while retaining similar excellent corrosion resistance. It has decent toughness good enough for most uses and holds an edge well. Edge Retention: 6/10. Corrosion Resistance: 6/10. Ease of Sharpening: 5/10. Also available as CPM 154 (a powder version of the same alloy), which is slightly superior in toughness and edge retention. Sweden's Damasteel also produces a similar grade in RWL-34.",,,,TRUE
Wiki,Steels — Western Stainless,110,On Cheaper Western Steels (Editorial),"Compelling arguments can be made for using 'cheaper' steel. Few reputable makers knowingly waste time and energy making knives out of compromised or inferior materials. Of Western steels, AEB-L, Sandvik, and 52100 (maybe CPM-154 and CPM D2) are fantastic for kitchen knives. Great heat treats of these steels produce knives that can take VERY keen edges, are tough, and keep edges a respectable time. The new super steels beat the cheaper steels in about every respect, but they are much harder to work with and the material is more expensive. Especially with the home chef, those improved attributes aren't going to contribute as much as they cost you. At a certain point you have a decreased return-on-investment. You don't have to break the bank to get stellar performance out of a kitchen knife.",,,,TRUE
Wiki,Steels — Western Carbon,115,1.4116,"1.4116 is a stainless type of steel with a high carbon content, used among others for the famous Swiss pocket knives. In terms of qualities, it is almost identical to X50CrMoV15 steel. It has excellent corrosion resistance, retains its sharpness for a long time, and is easy to sharpen.",,,,TRUE
Wiki,Steels — Western Carbon,116,52100,"52100 steel is a high-carbon, chromium-alloy steel (AISI 52100 bearing steel). Formerly a ball-bearing steel, only recently available in bar stock. Typical composition: 0.98-1.10% carbon, 1.30-1.60% chromium, 0.15-0.30% silicon, 0.25-0.45% manganese. The high carbon content provides excellent hardness and wear resistance, while chromium contributes notable strength, toughness, and resistance to corrosion. It is similar to 5160 but with around 1% carbon vs. 5160's ~0.60%, holds an edge better, but is less tough than 5160. Many consider it one of the finest kitchen knife steels available.",,,,TRUE
Wiki,Steels — Western Carbon,117,A2 Tool Steel,"A2 Tool Steel is an air-hardening grade of steel that contains 5% chromium. A2 is noted for its good toughness and excellent dimensional stability in heat treatment. These characteristics make it a versatile tool steel that combines good performance and price. A2 falls between oil-hardening and D2 high-carbon, high chromium tool steels.",,,,TRUE
Wiki,Steels — Western Carbon,118,W2,"Water hardening tool steel. Quite popular with custom knife makers, both beginners and seasoned experts. Easy to work with, decent edge holding, and ok toughness depending on the heat treatment. Maximum working hardness is in 63-65 HRC range. Carbon varies from 0.85-1.50%. W2 maxes out at 64-65 HRC when enough Carbon is present. Pretty good with a polished, thin edge at 64HRC. Found in various types of knives from small folders to large kitchen and utility knives. Overall decent steel, non-stainless, won't win awards in abrasive wear resistance, but will do a variety of jobs.",,,,TRUE
Wiki,Steels — Western Carbon,119,1095,"1095 is the most popular 10-series standard carbon steel (about 1% carbon) with low corrosion resistance and average edge retention properties. Edge Retention: 3/10. Corrosion Resistance: 2/10. Ease of Sharpening: 8/10. Why would you want 1095 steel? 1095 is a tough steel that's resistant to chipping, it's easy to sharpen, takes a crazy sharp edge, and is inexpensive to produce. The appeal is pure accessibility and sharpening ease.",,,,TRUE
Wiki,Blade Grinds,125,Understanding Grinds,"A 'Grind' refers to the shape and geometry of the blade's edge and down the blade. It determines how the knife cuts and interacts with food. Steel choice is NOT the most important variable when it comes to knife performance — Heat Treat and Blade Grind are generally the most fundamentally essential factors. Dr. Larrin Thomas (Knife Steel Nerds): 'While the choice of steel is important, grind and heat treatment are often considered more critical factors in determining a kitchen knife's performance, durability, and overall quality.' It doesn't matter how sharp your blade is; if it isn't ground well, it's not going to cut well. The edge makes the initial penetration but the blade's grind dictates how smoothly the rest of the blade's body follows along. Key definitions: Concave = curves inward (hollow grind). Convex = curves outward (convex grind). Spine = back of the blade opposite the edge. Primary Bevel/Grind = where the knife first begins to narrow into a cutting edge. Edge Bevel = the actual edge of the blade.",,,,TRUE
Wiki,Blade Grinds,126,Hollow Grind,"To make a hollow grind, the blade blank is applied to the surface of a grinding wheel, taking a concave scoop out of the blade. A full hollow grind goes from the edge all the way up to the spine. Hollow grinds remove a lot of material compared to other grinds, making a better slicer. As the blade does not increase in thickness as dramatically as other grinds, as you sharpen the edge it will remain nearly as thin as when you first got your knife — making hollow grinds typically easier to sharpen. However, since there is less material supporting the edge, it can chip or roll over with hard use. Strengths: Fantastic slicing ability, easy to sharpen, easier to manufacture. Best knife types: Skinners, hunting knives, small to medium EDC blades, straight razors. Weaknesses: The edge can be fragile, not suited for chopping.",,,,TRUE
Wiki,Blade Grinds,127,Full Flat Grind,"The full flat grind goes all the way down from the spine to the edge bevel in a flat, linear slope. The full flat grind is thickest at the spine for strength, but tapers down into a relatively thin edge for excellent slicing. The primary bevel slopes linearly and slowly, allowing the knife to pass through materials with more ease than other grinds. This is why the majority of kitchen knives are flat ground — so they can pass through food easily without much resistance. Strengths: Good cutting, strength, and chopping. Best Knife Types: EDC knives, kitchen knives, hunting knives — good on most knives. Weaknesses: Doesn't cut quite as well as a hollow grind, not quite as robust as a sabre grind.",,,,TRUE
Wiki,Blade Grinds,128,Sabre Grind,"A sabre grind (similar to a Japanese Wide Bevel) is either a flat or hollow grind where the primary bevel does not cover the entire width of the blade, leaving some portion unground. The transition line between the primary bevel and the unground portion is referred to as the Sabre Line. The sabre grind is used when the maker wants a stronger blade — often with thicker stock so the blade can stand up to hard use such as chopping. Classic military designs such as the Randall #1 and the Ka-bar Combat Knife utilize the sabre grind. Strengths: Excellent durability, will hold up to chopping or penetration. Best Knife Types: Military and Tactical knives, self-defense blades, camp knives. Weaknesses: Cutting ability is typically less impressive than other grind types.",,,,TRUE
Wiki,Blade Grinds,129,Chisel Grind (Single Bevel),"The chisel grind is completely flat on one side, and has the primary bevel only on the other side. The chisel grind is easy to make as you only have to grind one side, and easy to sharpen for the same reason. The unaltered side can be sharpened at a thinner angle, making for a thin, sharp edge. However, achieving accurate cuts is difficult due to the unsymmetrical design — the blade will naturally slant towards the beveled side. This can be preferable with handmade Japanese sushi knives: when cutting fish quickly, a chisel grind allows the blade to cut away from your steadying hand. Strengths: Excellent strength, good chopping, easy to sharpen. Best Knife Types: Sometimes found in choppers and traditional handmade Japanese kitchen knives. Weaknesses: Cutting is not symmetrical; performance varies widely depending on grind angles.",,,,TRUE
Wiki,Blade Grinds,130,Convex Grind,"The convex grind arcs down into a convex curve towards the edge. Also known as the Moran Grind or Appleseed Grind, historically made with a hammer and now made with a slack belt grinder. Similar to the sabre grind in that it typically still has a lot of steel in the middle of the blade, making it the thickest of the three main types. This puts extra steel behind the edge, reinforcing and strengthening it. Technically the convex grind does not have an edge bevel — the grind curves all the way into the edge. The main drawback is that it can be difficult to sharpen; you need something flat with a little give (like a thick mouse pad with sandpaper) rather than traditional bench stones. Strengths: Very strong edge, great for chopping. Best Knife Types: Choppers, machetes, axes, some larger bushcraft knives. Weaknesses: Difficult to maintain and sharpen, requires uncommon sharpening tools.",,,,TRUE
Wiki,Blade Grinds,131,Scandi Grind,"The Scandinavian grind (Scandi grind) is a short flat or occasionally convex grind on a thin blade where the primary grind is also the edge bevel — meaning there is no secondary edge bevel/grind at all. Sometimes called a Zero Sabre Grind. This leaves a lot of material behind the edge, strengthening it. The benefit is that you can use the entire primary bevel to guide your knife along the bench stone as you sharpen it. The downside: you have to remove a lot of material when sharpening, since you have to sharpen the entire primary bevel. Do not turn a knife with an edge bevel into a scandi grind — if the maker designed it to have an edge bevel, this will often make the blade too thin with a weak edge. Strengths: Theory of sharpening is easy to understand, often has a strong edge. Weaknesses: Not as good at slicing, sharpening can be a chore.",,,,TRUE
Wiki,Blade Grinds,132,German/French Chef's Knife vs Japanese Gyuto,"(1) Blade Profile: French/German knives have a more curved blade profile with a deeper belly, facilitating the rocking motion common in Western cooking. Japanese gyutos often have a flatter blade profile, allowing for more efficient push-cut and pull-cut techniques. (2) Edge Geometry: French/German knives usually have a wider angle (approximately 20-25 degrees per side) for more durability but slightly less sharpness. Gyutos often have a narrower angle (approximately 15 degrees per side) for sharper cutting performance and precision. (3) Construction: French/German knives are traditionally made from softer stainless or carbon steel with more resilience. Gyutos are typically made from harder high-carbon steel for better edge retention. (4) Weight and Balance: French/German knives tend to be heavier with more weight towards the rear, assisting in chopping. Gyutos are generally lighter and more balanced for greater precision. Note: Many gyutos are not made exclusively for push/pull cuts — look for flat spots in the blade profile to determine cutting technique compatibility.",,,,TRUE
Wiki,Blade Finishes,140,Nashiji (Pear Skin),"Nashiji (pear-skin) is a bi-product of forging. This finish is created by polishing away the black scale leftover from the forging process while leaving behind the resulting rough texture. It creates a super rustic look iconic to Japanese knives. Pros: Much like hammered finishes, Nashiji gives more grippiness and food release, but less noticeably. Perfect for those who want a little extra pizazz without being too in-your-face. Cons: More potential for moisture to settle into the textured finish, which can cause more potential for rusting when air drying knives, even on stainless steel.",,,,TRUE
Wiki,Blade Finishes,141,Kurouchi (As Forged),"Kurouchi is forge scale — a coating of oxide that forms on iron heated to higher temperatures. It gives a pleasing black textured finish. Pros: Kurouchi wears and changes over time (wabi-sabi aesthetic). Can provide more grip when holding the blade than smoother finishes. May allow food to stick less to the blade. Can provide a moisture barrier that helps slow down and prevent rust on carbon steel knives. Cons: If you want a knife that always looks like new, this probably isn't for you. It can give more surface area for moisture to cling to, requiring you to dry the knife more carefully after use. Remember: it's stainLESS, not stainNEVER.",,,,TRUE
Wiki,Blade Finishes,142,Tsuchime (Hammered),"Tsuchime means 'hammered.' This finish is created by hammering the knife repeatedly along the face to create an indented finish, giving each blade a unique texture. Some blacksmiths even custom-make their own hammers for funkier appearances. Pros: Can give more traction when pinch-gripping the blade. Great with food release because there are tons of little air pockets trapped between the blade and food — basically less suction! Cons: More potential for moisture to settle in those hammer marks, and you can sometimes rust the cladding steel by not wiping off your knife after use.",,,,TRUE
Wiki,Blade Finishes,143,Migaki (Polished),"The Migaki (polished) finish is the most simple and commonly used. Minimalist in style, it is accomplished by buffing and polishing the blade until it's shiny and consistent but not quite fully mirrored. There is so much variety in how a Migaki finish can look, depending on how it's done. A machine-made Migaki can look very different from a smaller maker's laborious, clean and precise finish. Migaki finishes can range from more cloudy and matte all the way up to borderline mirror polished. Pros: No extra bells and whistles — just a clean, minimalist look. Excellent finish if you need minimal drag against the ingredients, like cutting sashimi and other delicate foods. Cons: Scratches can be more noticeable, and food tends to hang on tighter to this polished finish.",,,,TRUE
Wiki,Blade Finishes,144,Suminagashi / Damascus,"Most Damascus knives are clad in layered steel, conventionally referred to as damascus. It is often called suminagashi in Japan, as it resembles a traditional dying method of the same name. Suminagashi translates into 'floating ink' and references a paper and fabric dyeing technique dating back to the 12th century. While most are layered by the steel maker and not folded the traditional way, the core steel does the heavy lifting, and the damascus cladding is there to make the knife super pretty and more durable. Pros: Eye-catching and beautiful — jaw-dropping, especially as a gift. Shows the blacksmith's craft through unique hammer strike patterns. Various patterns available (mirrored, acid-etched, kurouchi, raindrops, frost, etc.). Cons: Damascus finishes require more work from the steel maker and the blacksmith — they usually come at a premium price.",,,,TRUE
Wiki,Blade Finishes,145,Mirror Polish,"Mirror Polished knives are the most labour-intensive finish to accomplish and the most difficult to maintain. Mirror polishing is done by progressively smoothing out imperfections from the surface of a blade by using multiple grits and buffing until the surface is smooth and shiny enough to achieve a mirrored surface. Pros: The best finish for knives designed for slicing tasks. Great for Sujihiki, Yanagiba, or a 240-270mm Gyuto. This slick finish creates less pull when slicing. Cons: You must be utterly gentle — no scratching motions from using, honing, wiping, or cleaning. Often these are display knives or for very special occasions only. Highly polished finishes also cause food (especially starchy vegetables) to stick more to the surface compared to rougher finishes.",,,,TRUE
Wiki,Heat Treatment,150,What is Heat Treatment,"Heat treatment is an essential part of the knife manufacturing process. It involves heating a metal or alloy to a specific temperature and then cooling it to harden the material, improving its ability to withstand wear and tear. Heat treatment can be used at different stages in the manufacturing process to change certain properties: making the metal stronger, harder, more durable, or more ductile depending on what the material needs. Notable industries where heat treatment plays an important role include aircraft, automobiles, hardware (saws and axes), computers, spacecraft, and military.",,,,TRUE
Wiki,Heat Treatment,151,How Heat Treatment Works,"The metal or alloy is heated up to a specified temperature (sometimes as hot as 2400 degrees F), held at that temperature for a certain amount of time (the 'soak time'), and then cooled. While it's hot, the metal's microstructure changes, resulting in changed physical properties. Metal soaked for a long amount of time will see different microstructure changes than metal soaked for a shorter period. The cooling process also plays a part — metal may be cooled quickly (quenching) or slowly in the furnace. The combination of the soak temperature, soak time, cooling temperature, and cooling duration all play a role.",,,,TRUE
Wiki,Heat Treatment,152,Types of Heat Treatment,"Common forms of heat treatment include: (1) Hardening: The metal is heated to a point where the elements transform into a solution, increasing the hardness and making it less malleable. (2) Annealing: Materials are heated to a certain temperature, held until transformation occurs, and then slowly air-dried. This softens the metal, making it more workable and less likely to fracture or crack. (3) Tempering: The metal is heated to a temperature lower than the critical point to reduce brittleness and maintain hardness. (4) Case Hardening: The outside of the material is hardened while the inside remains soft. (5) Normalization: Similar to annealing, makes the steel more tough and ductile by heating to critical temperatures until transformation occurs.",,,,TRUE
Wiki,Heat Treatment,153,Why Heat Treatment Matters for Knives,"Heat treatment involves heating and cooling the steel to optimize its hardness, toughness, and resilience. Proper heat treatment is crucial for achieving the desired balance of hardness and toughness, which directly impacts edge retention, sharpness, and durability. A well-treated blade can maintain its edge for longer periods and resist chipping or deformation during use. Even knives made from high-quality steel can underperform if not properly ground and heat-treated. Conversely, a well-crafted blade with an optimal grind and heat treatment can outperform knives made from superior steel but lacking proper craftsmanship. An expensive knife is not guaranteed to cut any better than a cheaper one — how that steel is processed plays a huge role in the knife's performance in the long run.",,,,TRUE
Wiki,Makers — Japan Overview,160,Japanese Knifemaking Regions Overview,"Several knifemaking regions of Japan have signature elements or styles. The makers generally adhere to the style and methods of their area but it isn't strictly adhered to. While getting a knife from a particular 'company' might sound like the right way to go, it's oftentimes easier to decide what smith you would like to get and find the companies that he works with. You can further refine things if you are specific about which sharpener you want also — for example, Nakagawa and Y. Tanaka both run their own Hamono (knife making shop) and do produce knives under that name but they have worked with a variety of different sharpeners and many different brands. In non-Japanese makers, it's not uncommon for the smith to be the sharpener as well.",,,,TRUE
Wiki,Makers — Japan Overview,161,Sakai Region,"Sakai knives have a reputation of being thin, having a lightweight design, and a thin spine with a nice distal taper. The fit and finish of Sakai knives tends to be better than other regions, and the knives tend to have light convex or flat grinds with cladding, often of the soft-iron variety. Additionally, most Sakai knives have their length measured from the edge of the machi/tang, which means a Sakai knife will often times be 10-15mm shorter than described or as measured by other regions.",,,,TRUE
Wiki,Makers — Japan Overview,162,Echizen / Takefu Village Region,"Echizen knives have a reputation for more flashy finishes, with little to no distal taper and commonly hollow grinds. The finishes offered are often unique methods of hammering resulting in interesting patterns above the shinogi line. It is much more common for Echizen knives to be clad in stainless-steel, though soft iron can still be found. Following the finish aesthetic, handles are often less traditional or classic in style, going for blingy color or uniqueness instead.",,,,TRUE
Wiki,Makers — Japan Overview,163,Sanjo Region,"Sanjo knives have a reputation for being more rustic, robust, and heavier. Additionally, these knives often feature an extreme distal taper, starting with the spine being very thick and finishing at the same width as a typical Sakai tip width. Many Sanjo knives are ground with a convexity to a much more dramatic degree than standard Sakai knives.",,,,TRUE
Wiki,Makers — Japan Overview,164,Tosa Region,Tosa knives have a reputation similar to Sanjo knives but focused much more on being price efficient with simple grinds. The distal taper will not be as pronounced and the fit and finish will be lower than the other major regions. Tosa makers tend to offer excellent value for money.,,,,TRUE
Wiki,Makers — Sakai,170,Sakai Blacksmiths,"Notable Sakai blacksmiths: (1) Hiroshi Ashi (Ashi Hamono) — known for precise and high-quality knife crafting. (2) Hirotsugu Tosa — renowned sharpener and polisher, especially with Sakai Takayuki. (3) Itsuo Doi — master blacksmith known for meticulous craftsmanship; his Aogami 2 has few peers. (4) Kenichi Shiraki (Shiraki Hamono) — highly respected blacksmith. (5) Kenji Togashi — known for skill in forging high-quality honyaki blades; his brother Kenya does most of his sharpening. (6) Satoshi Nakagawa (Kikuchiyo / Nakagawa Hamono) — young hotshot competent in about any steel; astounding breadth of work. (7) Shinichiro Yamamoto (Sakai Takayuki). (8) Tatsuo Ikeda (Japanese Knife Imports). (9) Yoshikazu Ikeda — revered blacksmith known for superior knife-making skills. (10) Yoshikazu Tanaka (Tanaka Hamono) — known for traditional forging techniques; his heat treatment is absolutely fantastic and he uses an annealing kiln which contributes to its quality.",,,,TRUE
Wiki,Makers — Echizen,180,Echizen / Takefu Blacksmiths,"Notable Echizen/Takefu blacksmiths: Hideo Kitaoka — third-generation master, known for single-bevel knives. Hideo Takamura (Takamura Hamono) — renowned for sharpness and durability. Hiroshi Kato (Kintaro) — highly respected, hand-forged knives combining traditional techniques with modern design. Isamu Takamura (Takamura Hamono) — contributing to the family reputation for excellence. Katsushige Anryu — fourth-generation blacksmith instrumental in shaping the Anryu brand. Katsuyasu Kamo — known for high-carbon steels and traditional forging. Makoto Kurosaki — innovative approach combining traditional techniques with modern materials. Masanobu Okada — high-quality knives both functional and aesthetically pleasing. Shiro Kamo — master blacksmith from Takefu Knife Village. Shungo Ogata — functional and artistic knives. Takeshi Saji — master blacksmith with handcrafted knives with unique designs and patterns. Takumi Ikeda — continuing the legacy of his mentor Katsushige Anryu. Terakazu Takamura — renowned for sharpness and edge retention. Yu Kurosaki — young blacksmith known for innovative and artistic knife designs. Yoshimi Kato (Kintaro) — son of Hiroshi Kato, continues the family tradition. Also: Kazuo Nomura, Kazuyoshi Honda, Masutani Kunio, Nao Yamamoto, Shigeki Tanaka, Yoshihiro Yauji.",,,,TRUE
Wiki,Makers — Sanjo,190,Sanjo Blacksmiths,"Notable Sanjo blacksmiths: Izuka-san (Shigefusa) — meticulous craftsmanship using traditional techniques, apprenticed under legendary Nagashima-san; forges all steel in-house including his own damascus called Kitaeji, uses Swedish carbon steel. Kazuomi Yamamoto (Yoshikane Hamono) — celebrated workshop with history dating back to 1919; known for SKD steel. Kouiti Turumaki (Munetoshi) — high-quality affordable knives with traditional craftsmanship. Masashi Yamamoto — known for Aogami Super steel knives. Mutsumi Hinoura — continues family tradition of knifemaking. Naoki Mazaki — highly regarded for craftsmanship; known for Aogami Super steel. Osamu Takeishi (Heiji) — robust knives with emphasis on functionality and durability. Shinichi Watanabe — custom-made knives with unique aesthetic and exceptional performance. Shuji Toyama — high-quality traditional Japanese knives, often with Aogami Super steel. Tsukasa Hinoura — master blacksmith with 30+ years of experience. Toshihiro Wakui — beautiful and functional knives combining Shirogami and Aogami steels.",,,,TRUE
Wiki,Makers — Tosa,200,Tosa Blacksmiths,"Notable Tosa blacksmiths: Kosuke Muneishi — third-generation blacksmith from Tosa, known for Aogami (blue steel) knives with kurouchi finish; family business started in 1955. Kyohei Shindo — meticulous craftsmanship with sharp edges and ease of handling. Makoto Tadokoro — from Echizen, exceptional sharpness and balance. Michikuni Tokaji — respected within Japan for sharpness and durability. Suzuki-san (Tosaichi Hamono) — well-regarded firm producing a wide range of traditional Japanese knives. Tsutomu Kajiwara — master blacksmith from Tosa, known for blue steel core with soft iron cladding. Tsunehisa — brand representing a collective of skilled artisans, popular among both professional chefs and enthusiasts.",,,,TRUE
Wiki,Makers — Japan Other,210,Other Japanese Regional Blacksmiths,"Other notable Japanese regional blacksmiths: Goto Islands: Miyazaki Kajiya. Hirosaki: Tsuyoshi Yoshizawa, Go Yoshizawa (Nigara Hamono). Hiroshima: Shoichi Hashimoto. Hokuto: Kiyoshi Kato (Yoshiaki Fujiwara). Kumamoto: Yukihiro Sakai (Hinokuni), Daisuke Nishida. Kyoto: Yoshisada Kyoyuki, Taichiro Yamaguchi. Nagasaki: Tanaka Kama Kogyo, Junichi Ide, Katsuto Tanaka. Niigata: Atsushi Hosokawa (Gihei), Bei-san (Kanji-Bei), Chuichiro Sone (Tadafusa). Niimi: Shosui Takeda. Seki: Yoshinori Seto, Kanehide Bessaku, Hiroo Itou. Tokyo: Teruyasu Fujiwara. Toyama: Nobuo Hanaki. Yame: Yasuaki Taira. Yatsushiro: Tsunehiro Moritaka (Moritaka Hamono). Osaka: Yoshito Yamakawa. Kasukabe: Kisuke Manaka (Manaka Hamono). Kochi: Takeo Murata. Saga: Osamu Yoshida (Yoshida Hamono).",,,,TRUE
Wiki,Makers — Japan Sharpeners,220,Japanese Knife Sharpeners,"Prominent Japanese knife sharpeners who work with various smiths and brands: Ashi Hamono (Gesshin Ginga), Kei Kobayashi (Kobayashi Knives), Makoto Kurosaki, Mitsuaki Takada (Yohei / Takada no Hamono), Morihiro (Kambei), Myojin Naohito, Yauchi Tsuyoshi (Kyuzo). Note that the sharpener can have a significant effect on the cutting performance of a knife — for example, Nakagawa blades sharpened by Kyuzo, Morihiro, Myojin, or Nishida can have noticeably different cutting characteristics.",,,,TRUE
